customerID,Churn,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PhoneService,MultipleLines,Cuentas_Diarias
6741-QRLUP,No,Two year,Yes,Credit card (automatic),80.3,4995.35,Female,0,No,No,63,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2.6327868852459018
6743-HHQPF,No,Month-to-month,Yes,Credit card (automatic),25.1,1097.15,Male,0,Yes,No,42,DSL,No,No,No,No,No,No,No,No phone service,0.8229508196721312
6745-JEFZB,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,Male,0,Yes,No,35,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes,3.0
6746-WAUWT,No,One year,Yes,Credit card (automatic),19.7,386.5,Male,0,No,No,19,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6459016393442623
6749-UTDVX,No,Two year,Yes,Electronic check,103.65,7634.8,Male,0,No,No,72,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.3983606557377053
6750-FCEKS,,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Male,0,No,No,2,DSL,No,No,No,Yes,No,No,No,No phone service,0.978688524590164
6752-APNJL,No,Month-to-month,No,Mailed check,54.5,2301.15,Male,0,Yes,Yes,42,DSL,Yes,Yes,No,No,No,No,Yes,No,1.7868852459016393
6754-LZUKA,No,Two year,No,Bank transfer (automatic),80.9,4932.5,Male,0,Yes,No,61,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,2.652459016393443
6754-WKSHP,No,One year,No,Bank transfer (automatic),25.35,723.3,Male,0,No,Yes,30,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8311475409836067
6762-NSODU,No,Two year,No,Credit card (automatic),19.4,958.15,Female,0,Yes,Yes,46,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6360655737704918
6762-QVYJO,No,Two year,No,Mailed check,59.75,3624.35,Female,0,Yes,Yes,58,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No phone service,1.959016393442623
6765-MBQNU,No,One year,No,Mailed check,26.0,684.05,Female,0,Yes,No,26,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8524590163934426
6766-HFKLA,No,Two year,No,Bank transfer (automatic),103.2,5744.35,Female,0,Yes,No,56,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3.3836065573770493
6769-DCQLI,Yes,One year,Yes,Bank transfer (automatic),105.0,5426.85,Male,0,No,No,52,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3.442622950819672
6769-DYBQN,Yes,Month-to-month,No,Electronic check,85.0,3969.4,Male,1,No,No,46,Fiber optic,Yes,No,No,No,No,Yes,Yes,No,2.7868852459016393
6770-UAYGJ,No,Two year,No,Mailed check,25.25,1211.65,Female,0,Yes,Yes,49,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8278688524590164
6770-XUAGN,Yes,Month-to-month,Yes,Electronic check,21.0,21,Female,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6885245901639344
6771-XWBDM,Yes,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,Female,0,Yes,No,57,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.4262295081967213
6772-KSATR,Yes,Month-to-month,Yes,Electronic check,81.7,81.7,Male,0,No,No,1,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,2.678688524590164
6772-WFQRD,No,One year,Yes,Bank transfer (automatic),20.4,854.9,Male,0,No,Yes,40,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6688524590163933
6773-LQTVT,No,Month-to-month,Yes,Mailed check,35.65,1025.15,Female,1,Yes,Yes,29,DSL,No,Yes,Yes,No,No,No,No,No phone service,1.1688524590163933
6776-TLWOI,Yes,Month-to-month,No,Mailed check,19.85,64.55,Male,0,No,No,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6508196721311476
6777-TGHTM,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,Female,0,No,No,53,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.5065573770491802
6778-EICRF,No,One year,No,Mailed check,74.8,1821.2,Male,0,Yes,Yes,24,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,2.4524590163934423
6778-JFCMK,No,One year,Yes,Mailed check,50.6,1288.75,Male,0,No,No,24,DSL,Yes,No,No,No,Yes,Yes,No,No phone service,1.659016393442623
6778-YSNIH,No,Month-to-month,Yes,Electronic check,59.0,114.15,Female,0,No,No,2,DSL,No,Yes,No,No,Yes,No,Yes,No,1.9344262295081966
6784-XYJAE,No,One year,No,Electronic check,55.8,1941.5,Female,0,No,No,36,DSL,No,No,Yes,No,No,No,Yes,Yes,1.8295081967213114
6786-OBWQR,No,Month-to-month,Yes,Electronic check,80.85,356.1,Female,0,Yes,Yes,5,Fiber optic,No,No,No,No,Yes,No,Yes,No,2.6508196721311474
6789-HJBWG,No,Month-to-month,Yes,Electronic check,49.4,611.65,Female,0,No,No,12,DSL,No,Yes,No,No,No,No,Yes,No,1.6196721311475408
6791-YBNAK,No,Month-to-month,No,Credit card (automatic),25.55,467.85,Male,0,Yes,Yes,18,DSL,No,No,No,No,No,No,No,No phone service,0.8377049180327869
6794-HKIAJ,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,Male,0,No,No,62,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,2.9737704918032786
6797-LNAQX,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,Male,0,Yes,Yes,70,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,3.222950819672131
6797-UCJHZ,No,One year,No,Credit card (automatic),104.6,6819.45,Female,1,Yes,No,66,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.4295081967213115
6804-GDMOI,Yes,Two year,Yes,Electronic check,106.6,6428.4,Female,0,No,No,61,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,3.4950819672131144
6806-YDEUL,No,Month-to-month,No,Bank transfer (automatic),19.5,106.8,Female,1,No,No,6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.639344262295082
6807-HWZBE,,Month-to-month,Yes,Electronic check,91.45,171.45,Male,0,Yes,No,2,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes,2.998360655737705
6807-SIWJI,No,One year,Yes,Electronic check,104.85,3887.25,Male,0,No,No,38,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.4377049180327868
6810-VCAEX,No,One year,No,Credit card (automatic),39.65,1798.65,Female,0,No,No,47,DSL,Yes,Yes,No,Yes,No,No,No,No phone service,1.3
6813-GZQCG,No,Two year,Yes,Credit card (automatic),24.65,1171.3,Female,0,Yes,Yes,45,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8081967213114754
6814-ZPWFQ,No,One year,No,Bank transfer (automatic),25.0,1260.7,Male,1,No,No,51,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.819672131147541
6815-ABQFQ,No,One year,Yes,Electronic check,107.25,6033.3,Male,0,Yes,No,56,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.5163934426229506
6817-WTYHE,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,Male,0,No,No,2,DSL,No,No,No,No,No,No,Yes,No,1.4721311475409835
6818-DJXAA,No,Month-to-month,Yes,Electronic check,91.1,964.35,Female,0,No,Yes,10,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,No,2.986885245901639
6818-WOBHJ,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,Female,1,Yes,No,68,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes,2.9377049180327868
6820-THWHI,,Two year,No,Bank transfer (automatic),24.3,1778.7,Female,1,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.7967213114754098
6821-BUXUX,Yes,Month-to-month,Yes,Electronic check,96.65,1244.5,Female,0,No,No,13,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes,3.1688524590163936
6821-JPCDC,No,One year,Yes,Electronic check,97.05,4692.95,Female,0,Yes,No,48,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,3.181967213114754
6823-SIDFQ,No,One year,No,Credit card (automatic),18.25,534.7,Male,0,No,No,28,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.5983606557377049
6825-UYPFK,Yes,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,Female,0,No,No,23,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.4786885245901638
6827-IEAUQ,No,One year,No,Mailed check,66.15,1874.45,Female,0,Yes,Yes,27,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,2.1688524590163936
6828-HMKWP,No,Two year,No,Bank transfer (automatic),21.05,262.05,Male,0,Yes,Yes,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6901639344262296
6831-CJPWG,,Month-to-month,No,Electronic check,109.55,6118.95,Male,0,Yes,No,54,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.5918032786885243
6833-JMZYP,No,Month-to-month,Yes,Credit card (automatic),94.0,1505.45,Female,0,No,No,15,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,3.081967213114754
6834-NXDCA,Yes,Month-to-month,Yes,Electronic check,23.9,300.8,Female,0,No,No,13,DSL,No,No,No,No,No,No,No,No phone service,0.7836065573770491
6837-BJYDQ,No,One year,No,Mailed check,19.6,61.35,Male,0,No,No,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6426229508196721
6837-HAEVO,No,Two year,Yes,Electronic check,105.0,7297.75,Male,0,Yes,Yes,69,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.442622950819672
6838-HVLXG,No,Month-to-month,No,Mailed check,20.3,246.7,Female,0,No,No,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6655737704918033
6838-YAUVY,No,Two year,Yes,Bank transfer (automatic),95.1,5064.85,Female,0,No,No,54,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Yes,3.1180327868852458
6839-ITVZJ,Yes,Month-to-month,Yes,Electronic check,60.05,1616.15,Female,0,Yes,Yes,26,DSL,No,Yes,No,Yes,No,No,Yes,Yes,1.9688524590163934
6840-RESVB,No,One year,Yes,Mailed check,84.8,1990.5,Male,0,Yes,Yes,24,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2.780327868852459
6840-YEOYJ,,One year,No,Credit card (automatic),62.85,3419.5,Male,0,No,Yes,53,DSL,Yes,Yes,No,Yes,No,No,Yes,No,2.060655737704918
6844-DZKRF,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,Male,0,No,No,2,DSL,No,No,No,Yes,No,No,Yes,No,1.6459016393442625
6845-RGTYS,Yes,Month-to-month,Yes,Electronic check,98.75,4533.7,Female,0,Yes,No,47,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,3.237704918032787
6847-KJLTS,No,Month-to-month,Yes,Bank transfer (automatic),100.4,5749.8,Female,1,Yes,No,58,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,3.291803278688525
6848-HJTXY,No,Two year,No,Credit card (automatic),19.45,1208.6,Female,0,Yes,No,64,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6377049180327868
6848-YLDFR,No,One year,Yes,Credit card (automatic),75.2,4300.8,Male,0,Yes,Yes,58,DSL,No,Yes,No,Yes,Yes,Yes,Yes,No,2.4655737704918033
6849-OYAMU,Yes,One year,No,Bank transfer (automatic),100.0,1888.65,Male,0,Yes,Yes,19,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,No,3.278688524590164
6849-WLEYG,Yes,Month-to-month,No,Mailed check,19.75,19.75,Male,0,No,Yes,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6475409836065574
6851-WEFYX,No,Month-to-month,Yes,Electronic check,100.8,3437.5,Male,1,Yes,No,35,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,3.304918032786885
6854-EXGSF,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,Female,0,No,No,8,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,2.1475409836065573
6855-VLGOS,No,Two year,No,Electronic check,20.55,1432.55,Male,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6737704918032787
6856-RAURS,No,Month-to-month,Yes,Mailed check,74.9,136.05,Female,0,No,No,2,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.455737704918033
6857-TKDJV,No,Two year,No,Bank transfer (automatic),24.65,1620.45,Male,0,Yes,Yes,67,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8081967213114754
6857-VWJDT,Yes,Month-to-month,No,Mailed check,95.65,95.65,Female,0,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,3.136065573770492
6859-QNXIQ,No,Two year,Yes,Bank transfer (automatic),113.1,8248.5,Female,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.708196721311475
6859-RKMZJ,No,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,Male,0,Yes,No,11,DSL,No,No,No,No,Yes,No,Yes,No,1.8049180327868852
6860-YRJZP,No,Month-to-month,Yes,Electronic check,74.05,678.45,Male,1,No,No,9,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.4278688524590164
6861-OKBCE,Yes,Month-to-month,No,Credit card (automatic),20.1,221.35,Female,0,No,Yes,11,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.659016393442623
6861-XWTWQ,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,Male,1,Yes,No,7,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,3.2540983606557377
6862-CQUMB,No,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,Male,0,No,No,37,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,3.1508196721311474
6865-JZNKO,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,Female,0,No,No,30,DSL,Yes,Yes,No,No,No,No,Yes,No,1.8131147540983605
6867-ACCZI,No,Two year,Yes,Mailed check,52.5,1208.15,Female,0,Yes,Yes,24,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No phone service,1.721311475409836
6869-FGJJC,No,One year,No,Credit card (automatic),79.6,5461.45,Male,0,No,No,68,Fiber optic,No,Yes,Yes,No,No,No,Yes,No,2.6098360655737705
6870-ECSHE,No,One year,No,Mailed check,20.45,34.8,Female,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6704918032786885
6870-ZWMNX,No,Two year,No,Credit card (automatic),76.1,5264.25,Male,0,Yes,No,70,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Yes,2.4950819672131144
6872-HXFNF,No,One year,No,Bank transfer (automatic),58.35,3756.45,Female,0,Yes,No,64,DSL,No,No,Yes,Yes,No,No,Yes,Yes,1.9131147540983606
6873-UDNLD,No,Month-to-month,No,Electronic check,67.45,2731,Male,0,No,No,40,DSL,Yes,No,Yes,No,No,Yes,Yes,No,2.2114754098360656
6874-SGLHU,No,One year,Yes,Bank transfer (automatic),97.0,3021.3,Male,0,No,No,30,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,3.180327868852459
6876-ADESB,Yes,Month-to-month,No,Electronic check,48.95,48.95,Male,0,No,Yes,1,DSL,No,No,Yes,No,No,No,Yes,No,1.6049180327868853
6877-LGWXO,Yes,Month-to-month,No,Electronic check,78.55,1422.65,Male,1,Yes,No,18,Fiber optic,No,No,No,No,No,Yes,Yes,No,2.5754098360655737
6877-TJMBR,Yes,Month-to-month,Yes,Electronic check,84.8,84.8,Male,0,Yes,No,1,Fiber optic,No,No,No,Yes,Yes,No,Yes,No,2.780327868852459
6878-GGDWG,No,Month-to-month,No,Bank transfer (automatic),19.4,641.15,Female,0,Yes,No,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6360655737704918
6885-PKOAM,No,Two year,No,Credit card (automatic),85.75,6223.8,Female,0,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.8114754098360657
6888-SBYAI,No,Month-to-month,Yes,Mailed check,50.7,50.7,Male,0,No,No,1,DSL,Yes,No,No,No,No,No,Yes,No,1.6622950819672133
6890-PFRQX,No,Month-to-month,No,Mailed check,69.5,1199.4,Male,0,No,No,18,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,2.278688524590164
6891-JPYFF,No,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,Female,0,Yes,Yes,48,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.4508196721311477
6892-BOGQE,No,Two year,Yes,Bank transfer (automatic),20.9,1493.2,Female,0,Yes,No,71,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6852459016393442
6892-EZDTG,Yes,Month-to-month,Yes,Electronic check,91.65,365.4,Female,0,Yes,No,4,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,3.0049180327868856
6892-XPFPU,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Male,1,Yes,No,24,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.418032786885246
6893-ODYYE,No,One year,Yes,Credit card (automatic),90.1,4549.45,Male,0,No,No,50,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No,2.9540983606557374
6894-LFHLY,Yes,Month-to-month,Yes,Electronic check,75.75,75.75,Male,1,No,No,1,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.4836065573770494
6895-ZJKIO,,Month-to-month,No,Bank transfer (automatic),19.9,19.9,Female,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6524590163934426
6896-SRVYQ,No,Month-to-month,No,Electronic check,73.85,3122.4,Male,1,No,No,44,Fiber optic,No,No,Yes,No,No,No,Yes,No,2.4213114754098357
6897-RWMUB,No,Two year,Yes,Bank transfer (automatic),68.05,4158.25,Male,0,Yes,Yes,61,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,2.2311475409836063
6897-UUBNU,No,Month-to-month,No,Mailed check,89.65,2623.65,Male,0,No,No,29,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,No,2.9393442622950823
6898-MDLZW,No,Month-to-month,Yes,Mailed check,53.75,648.65,Male,0,No,No,12,DSL,No,Yes,No,Yes,No,No,Yes,No,1.7622950819672132
6898-RBTLU,No,Two year,No,Bank transfer (automatic),79.3,3902.45,Female,0,Yes,Yes,49,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2.6
6899-PPEEA,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Female,1,No,No,37,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,3.165573770491803
6900-PXRMS,Yes,Month-to-month,No,Electronic check,105.75,2710.25,Male,1,Yes,Yes,26,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.4672131147540983
6900-RBKER,No,Two year,Yes,Credit card (automatic),89.45,4577.75,Male,0,No,No,52,Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes,2.9327868852459016
6901-GOGZG,No,Two year,Yes,Electronic check,84.95,4984.85,Male,0,No,Yes,60,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2.7852459016393443
6904-JLBGY,No,Two year,Yes,Credit card (automatic),117.35,8436.25,Female,1,No,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.847540983606557
6905-NIQIN,Yes,Month-to-month,No,Mailed check,50.65,50.65,Male,0,No,No,1,DSL,No,Yes,No,No,No,No,Yes,No,1.660655737704918
6906-ANDWJ,Yes,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,Male,0,Yes,Yes,15,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.455737704918033
6906-MPARY,No,One year,Yes,Credit card (automatic),89.6,3488.15,Male,0,No,No,40,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,No,2.9377049180327868
6907-CQGPN,No,Month-to-month,No,Electronic check,34.3,1004.75,Male,0,No,No,29,DSL,No,Yes,No,Yes,No,No,No,No phone service,1.1245901639344262
6907-FLBER,No,Month-to-month,No,Electronic check,54.3,54.3,Male,0,No,No,1,DSL,No,Yes,No,No,No,No,Yes,Yes,1.7803278688524589
6907-NZZIJ,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,Female,0,No,No,36,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,3.2508196721311475
6908-VVYHM,No,Month-to-month,Yes,Electronic check,90.65,5931,Male,0,Yes,No,65,Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes,2.972131147540984
6910-HADCM,Yes,Month-to-month,No,Electronic check,76.35,76.35,Female,0,No,No,1,Fiber optic,No,No,Yes,No,No,No,Yes,No,2.50327868852459
6916-HIJSE,No,Two year,Yes,Bank transfer (automatic),84.85,5459.2,Female,0,No,No,65,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.7819672131147537
6917-FIJHC,No,Two year,Yes,Mailed check,26.0,1776,Female,0,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8524590163934426
6917-IAYHD,No,Month-to-month,No,Mailed check,33.6,33.6,Male,0,No,Yes,1,DSL,No,Yes,No,Yes,No,No,No,No phone service,1.1016393442622952
6917-YACBP,No,Month-to-month,Yes,Electronic check,89.75,5496.9,Female,1,No,No,59,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,2.942622950819672
6918-UMQCG,No,Month-to-month,No,Electronic check,80.2,384.25,Female,0,No,No,5,Fiber optic,No,No,No,No,Yes,No,Yes,No,2.6295081967213116
6919-ELBGL,No,Two year,Yes,Bank transfer (automatic),114.95,8196.4,Male,1,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.7688524590163937
6921-OZMFH,No,Month-to-month,Yes,Mailed check,55.7,259.4,Male,0,Yes,Yes,5,DSL,No,No,No,Yes,No,No,Yes,Yes,1.8262295081967215
6922-NCEDI,No,One year,Yes,Mailed check,21.2,1238.65,Male,0,No,Yes,56,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6950819672131148
6923-AQONU,No,Two year,No,Mailed check,20.9,454,Male,0,Yes,Yes,23,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6852459016393442
6923-EFPNL,Yes,Month-to-month,No,Credit card (automatic),51.75,201.1,Male,0,No,No,4,DSL,No,No,No,No,No,No,Yes,Yes,1.6967213114754098
6923-JHPMP,No,Month-to-month,Yes,Electronic check,80.45,137.1,Female,0,No,No,2,Fiber optic,Yes,No,Yes,No,No,No,Yes,No,2.637704918032787
6924-TDGMT,No,One year,Yes,Mailed check,20.55,184.95,Male,0,Yes,No,11,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6737704918032787
6925-BAYGL,No,Two year,No,Credit card (automatic),25.1,1275.6,Female,1,Yes,No,53,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.8229508196721312
6927-WTFIV,Yes,Month-to-month,No,Credit card (automatic),71.3,1389.2,Male,1,No,No,20,Fiber optic,No,No,No,No,No,No,Yes,No,2.3377049180327867
6928-ONTRW,No,Two year,No,Credit card (automatic),19.7,1379.8,Female,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6459016393442623
6933-FHBZC,No,One year,Yes,Mailed check,56.05,1553.2,Female,0,No,No,26,DSL,No,Yes,Yes,No,No,No,Yes,No,1.8377049180327867
6933-VLYFX,No,One year,No,Electronic check,59.95,1848.8,Male,0,Yes,Yes,31,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No phone service,1.9655737704918033
6937-GCDGQ,No,One year,Yes,Bank transfer (automatic),48.95,955.6,Male,0,Yes,Yes,19,DSL,Yes,No,No,No,No,No,Yes,No,1.6049180327868853
6941-KXRRV,No,One year,Yes,Bank transfer (automatic),58.95,2789.7,Female,1,Yes,No,48,DSL,No,Yes,No,No,No,Yes,Yes,No,1.9327868852459018
6941-PMGEP,Yes,Month-to-month,Yes,Electronic check,80.0,412.5,Female,0,No,No,5,Fiber optic,No,No,No,No,No,Yes,Yes,No,2.622950819672131
6942-LBFDP,No,Month-to-month,Yes,Mailed check,20.55,33.6,Female,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6737704918032787
6946-LMSQS,Yes,One year,Yes,Electronic check,89.05,2177.45,Male,1,Yes,No,25,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,2.919672131147541
6950-TWMYB,No,Two year,Yes,Bank transfer (automatic),79.95,4362.05,Male,0,Yes,Yes,54,Fiber optic,No,Yes,No,Yes,No,No,Yes,No,2.6213114754098363
6952-OMNWB,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,Male,1,Yes,No,68,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,2.6344262295081964
6953-PBDIN,No,Two year,No,Bank transfer (automatic),72.95,5265.55,Male,0,Yes,No,70,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Yes,2.3918032786885246
6954-OOYZZ,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,Male,0,Yes,No,18,DSL,No,No,No,No,No,No,Yes,No,1.4540983606557378
6956-SMUCM,Yes,Month-to-month,Yes,Credit card (automatic),99.0,287.4,Female,0,No,No,3,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,No,3.2459016393442623
6959-GQEGV,No,Month-to-month,Yes,Electronic check,75.95,3273.8,Male,0,No,No,45,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,2.4901639344262296
6959-UWKHF,Yes,Month-to-month,Yes,Electronic check,42.9,42.9,Male,0,No,No,1,DSL,No,No,No,No,No,No,Yes,No,1.4065573770491804
6960-HVYXR,Yes,Month-to-month,No,Electronic check,76.0,76,Female,0,No,No,1,Fiber optic,No,No,No,No,No,No,Yes,Yes,2.4918032786885247
6961-MJKBO,No,Two year,No,Bank transfer (automatic),20.45,943,Male,0,No,No,47,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,0.6704918032786885
6961-VCPMC,Yes,Month-to-month,Yes,Electronic check,80.4,3605.2,Male,1,Yes,No,46,Fiber optic,No,No,No,No,No,Yes,Yes,No,2.636065573770492
6963-EZQEE,No,Two year,Yes,Credit card (automatic),88.55,6306.5,Male,1,Yes,No,70,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.90327868852459
6963-KQYQB,No,Two year,No,Mailed check,24.05,1764.75,Female,0,Yes,Yes,70,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,0.7885245901639345
